accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_028751095.1	Archaea	Halobacteriota	Halobacteria	Halorutilales	Halorutilaceae	Halorutilus	Halorutilus sp028751095	0	88.67	1.21	Specific	97.06	2.64	234	p__Euryarchaeota (UID54)	153	80.0	1745537	93.5704950688242	133	1134502	60.81561937476615	1865478	GB_GCA_028751095.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halorutilales;f__Halorutilaceae;g__Halorutilus;s__Halorutilus sp028751095	not type material	none	f	27	27	64201	64201	27473	1	2896	JAQZCZ010000018.1	27473	1	102	JAQZCZ010000018.1	2920	2145	0	80.445	LTAZ01000003.276097.279004	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halococcaceae;Halalkalicoccus;Halalkalicoccus paucihalophilus	14026	14026	t	f	f	25316	25316	Contig	ASM2875109v1	na	PRJNA924292	SAMN32755871	133	25316	China: Inner Mongolia	2023-02-21	GCA_028751095.1	derived from metagenome	full	Ods01	enrichment culture deep sediment of saturation salinity soda lake	39.38 N 108.717 E	0	none	Euryarchaeota archaeon Ods01	none	na	none	none	none	none	none	none	2023/02/21	0	3022038	none	Ods01	Institute of Microbiology, Chinese Academy of Sciences	3022038	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon Ods01	0	1865478	none	none	na	1865478	0	JAQZCZ000000000.1	2153	133	24309	2	none	none	none	none	none	none	1181	JAQZCZ010000029.1	1180	2074	0	98.39	GQ374958.1.1442	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halococcaceae;Halococcus;uncultured haloarchaeon	0	19	42	0
GB_GCA_029258925.1	Archaea	Thermoproteota	Thermoprotei_A	EX4484-217-1	JAPDJV01	JAPDJV01	JAPDJV01 sp029258925	0	98.4	0.52	Specific	97.06	1.1	174	k__Archaea (UID146)	136	0.0	1493746	85.49018126542404	56	736302	42.140090380890896	1747272	GB_GCA_029258925.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__JAPDJV01;g__JAPDJV01;s__JAPDJV01 sp029258925	not type material	none	f	9	9	129556	129556	61996	2	1004	JAPDJV010000005.1	none	0	none	none	197	268	7.28e-70	91.371	CP009961.1508878.1511819	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum uzonense	31201	31201	f	f	t	61541	61541	Contig	ASM2925892v1	na	PRJNA891685	SAMN31357555	56	61541	Mexico: Guaymas Basin; Gulf of California	2023-03-17	GCA_029258925.1	derived from metagenome	full	S9B2_HD70	hydrothermal vent sediment; anoxic hexadecane-degrading enrichment at 70 degrees Celsius	27.0075 N 111.409 W	0	none	Thermoproteota archaeon	none	na	none	none	none	none	none	none	2023/03/17	0	2056631	none	S9B2_HD70	Max Planck Institute for Marine Microbiology	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	0	1747272	none	none	na	1747272	0	JAPDJV000000000.1	1907	56	61996	1	none	none	none	none	none	none	1359	JAPDJV010000005.1	1376	1967	0	92.805	CP002051.1270431.1271941	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus hellenicus DSM 12710	0	20	42	0
GB_GCA_002490245.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	B24-2	B24-2	B24-2 sp002490245	20	97.94	0.46	General	96.88	1.01	149	k__Archaea (UID2)	107	0.0	1205071	89.45203649131142	101	637882	47.36482563104143	1347170	GB_GCA_002490245.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__B24-2;g__B24-2;s__B24-2 sp002490245	not type material	none	f	26	24	40054	50428	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13334	14643	f	f	t	15235	19870	Scaffold	ASM249024v1	na	PRJNA312413	SAMN07701645	101	15235	Mexico: Guaymas Basin; Gulf of California	2017-10-09	GCA_002490245.1	derived from metagenome	full	B24-2	marine sediment sample collected by push cores at a deep sea vent site during cruise AT15-25 on Alvin dive 4358; sediment was oily and the sediment surface was covered with a white microbial mat	27.0119 N 111.4054 W	0	0	Candidatus Bathyarchaeota archaeon B24-2	1418	na	1	92	24	19870	10619	7966	2017/10/09	9	2041147	0	B24-2	Shanghai Jiao Tong University	2041147	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon B24-2	408	1347170	11	31	na	1346762	0	PCNA00000000.1	1460	92	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	408	17	33	0
GB_GCA_027036495.1	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermocladiaceae	JAADER01	JAADER01 sp027036495	0	87.1	0.35	Specific	96.88	1.47	174	k__Archaea (UID146)	136	100.0	1241820	90.52136052477924	134	631223	46.0191462417973	1371853	GB_GCA_027036495.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__JAADER01;s__JAADER01 sp027036495	not type material	none	f	23	23	108962	108962	none	0	none	none	15646	1	109	JALWFJ010000025.1	none	none	none	none	none	none	10236	10392	f	f	t	19037	19037	Scaffold	ASM2703649v1	na	PRJNA821212	SAMN27360953	134	19037	Pacific Ocean: Lau Basin	2022-12-19	GCA_027036495.1	derived from metagenome	full	T11_metabat2_scaf2bin.046	marine hydrothermal vent	none	0	none	Thermoproteales archaeon	none	na	none	132	23	19037	8537	4338	2022/12/19	2	2268205	none	T11_metabat2_scaf2bin.046	Portland State University	2268205	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;x__unclassified Thermoproteales;s__Thermoproteales archaeon	200	1371853	none	none	na	1371653	0	JALWFJ000000000.1	1578	132	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	200	17	40	0
GB_GCA_030611205.1	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	UBA204	UBA204 sp030611205	0	95.17	1.34	Specific	96.88	0.33	227	p__Euryarchaeota (UID49)	152	100.0	1859737	85.02144580670704	181	1181765	54.026654792458906	2187374	GB_GCA_030611205.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__UBA204;s__UBA204 sp030611205	not type material	none	f	41	41	50057	50057	30391	1	2899	JAUWQF010000015.1	30391	1	117	JAUWQF010000015.1	2888	4314	0	93.663	CP003117.799138.802021	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanosaeta harundinacea 6Ac	12084	12084	t	f	f	16436	16436	Contig	ASM3061120v1	na	PRJNA950938	SAMN34050688	181	16436	none	2023-08-03	GCA_030611205.1	derived from metagenome	full	CSMAG_2495	cold seep	none	0	none	Methanothrix sp.	none	na	none	none	none	none	none	none	2023/08/03	0	90426	none	CSMAG_2495	Third Institute of Oceanography, Ministry of Natural Resources	90426	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;x__unclassified Methanothrix;s__Methanothrix sp.	0	2187374	none	none	na	2187374	0	JAUWQF000000000.1	2293	181	30391	1	none	none	none	none	none	none	1475	JAUWQF010000015.1	1446	2615	0	99.308	KF440344.1.1446	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;uncultured archaeon	0	18	42	0
GB_GCA_030615265.1	Archaea	Thermoproteota	Bathyarchaeia	Bathyarchaeales	Bathyarchaeaceae	GCA-020344715	GCA-020344715 sp030615265	0	96.02	3.49	General	96.88	3.81	149	k__Archaea (UID2)	107	14.29	1580566	84.78908221863995	119	817004	43.82798271565864	1864115	GB_GCA_030615265.1	t	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__GCA-020344715;s__GCA-020344715 sp030615265	not type material	none	f	27	27	72135	72135	20550	1	3048	JAUWZP010000034.1	22811	1	80	JAUWZP010000026.1	2686	4265	0	95.346	JRER01003300.2.2687	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;marine sediment metagenome	15664	15664	f	f	t	21483	21483	Contig	ASM3061526v1	na	PRJNA950938	SAMN34050932	119	21483	none	2023-08-03	GCA_030615265.1	derived from metagenome	full	CSMAG_2739	cold seep	none	0	none	Candidatus Bathyarchaeota archaeon	none	na	none	none	none	none	none	none	2023/08/03	0	2026714	none	CSMAG_2739	Third Institute of Oceanography, Ministry of Natural Resources	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	0	1864115	none	none	na	1864115	0	JAUWZP000000000.1	2299	119	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	45	0
GB_GCA_021802055.1	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAKAFX01	JAKAFX01 sp021802055	0	96.0	0.03	Specific	96.87	0.0	187	p__Euryarchaeota (UID3)	124	0.0	1325445	89.32846201748498	45	721795	48.65231218041789	1483788	GB_GCA_021802055.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAKAFX01;s__JAKAFX01 sp021802055	not type material	none	f	11	10	99657	99657	15593	2	2024	JAKAAY010000026.1	none	0	none	none	2045	2063	0	85.183	ATME01000006.85350.88267	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;Thermoplasmatales archaeon E-plasma	32968	35328	f	f	t	55330	60780	Scaffold	ASM2180205v1	na	PRJNA666025	SAMN20844044	45	55330	China: Wuhu Polymetallic Mine; Anhui Province	2022-02-01	GCA_021802055.1	derived from metagenome	full	WH2.bin120	acid mine drainage sediment	31.082771 N 118.256504 E	0	none	Thermoplasmata archaeon	none	na	none	42	10	60780	34860	14599	2022/02/01	3	1906666	none	WH2.bin120	Sun Yat-sen University, Guangzhou	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	210	1483788	none	none	na	1483578	0	JAKAAY000000000.1	1487	42	99657	1	none	none	none	none	none	none	1470	JAKAAY010000001.1	1343	2135	0	95.383	AB600337.1.1345	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Incertae Sedis;uncultured archaeon	210	19	44	0
GB_GCA_025059075.1	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Desulfurococcaceae	JANXDZ01	JANXDZ01 sp025059075	15	91.85	0.1	Specific	96.84	1.27	245	c__Thermoprotei (UID148)	158	0.0	1158513	86.5457753659945	19	544720	40.69332241643869	1338613	GB_GCA_025059075.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JANXDZ01;s__JANXDZ01 sp025059075	not type material	none	f	2	2	396063	396063	396063	1	4129	JANXDZ010000001.1	357037	1	80	JANXDZ010000002.1	867	996	0	87.774	CP001140.958230.961314	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus amylolyticus 1221n	70453	70453	t	f	f	357037	357037	Contig	ASM2505907v1	na	PRJNA761511	SAMN30304944	19	357037	Malaysia: Sungkai; Perak	2022-09-07	GCA_025059075.1	derived from metagenome	full	SKYB35	brown biofilm from alkaline hot spring	3.9956 N 101.3933 E	0	0	Sulfolobales archaeon	none	na	3	none	none	none	none	none	2022/09/07	0	2268200	1	SKYB35	Universiti Teknologi Malaysia	2268200	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;x__unclassified Sulfolobales;s__Sulfolobales archaeon	0	1338613	11	46	na	1338613	0	JANXDZ000000000.1	1371	19	396063	1	none	none	none	none	none	none	2326	JANXDZ010000001.1	382	527	2.87e-147	91.885	AB235332.1.942	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Desulfurococcaceae;Incertae Sedis;uncultured Desulfurococcales archaeon	0	18	46	0
GB_GCA_029258915.1	Archaea	Thermoproteota	Thermoprotei_A	EX4484-217-1	EX4484-217-1	EX4484-217-1	EX4484-217-1 sp029258915	0	99.66	0.75	Specific	96.84	1.42	245	c__Thermoprotei (UID148)	158	0.0	1422944	89.06548291915941	15	569722	35.6602684713308	1597638	GB_GCA_029258915.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp029258915	not type material	none	f	4	4	342084	342084	97826	1	3691	JAPDJU010000008.1	none	0	none	none	2139	2407	0	87.424	CP000493.1660631.1663726	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Pyrodictiaceae;Hyperthermus;Hyperthermus butylicus DSM 5456	106509	106509	f	f	t	184081	184081	Contig	ASM2925891v1	na	PRJNA891685	SAMN31357554	15	184081	Mexico: Guaymas Basin; Gulf of California	2023-03-17	GCA_029258915.1	derived from metagenome	full	S9B1_HD70	hydrothermal vent sediment; anoxic hexadecane-degrading enrichment at 70 degrees Celsius	27.0075 N 111.409 W	0	none	Thermoproteota archaeon	none	na	none	none	none	none	none	none	2023/03/17	0	2056631	none	S9B1_HD70	Max Planck Institute for Marine Microbiology	2056631	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Thermoproteota;x__unclassified Thermoproteota;s__Thermoproteota archaeon	0	1597638	none	none	na	1597638	0	JAPDJU000000000.1	1784	15	97826	2	none	none	none	none	none	none	877	JAPDJU010000008.1	876	1456	0	96.689	EU427999.1.949	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Pyrodictiaceae;Incertae Sedis;uncultured crenarchaeote	0	20	48	0
GB_GCA_038851035.1	Archaea	Thermoplasmatota	DTKX01	VGTL01	VGTL01	JAWCLH01	JAWCLH01 sp038851035	9	99.04	1.09	Specific	96.8	2.0	188	p__Euryarchaeota (UID3)	125	0.0	2426536	90.29145866264204	53	1624084	60.43348362780109	2687448	GB_GCA_038851035.1	t	d__Archaea;p__Thermoplasmatota;c__DTKX01;o__VGTL01;f__VGTL01;g__JAWCLH01;s__JAWCLH01 sp038851035	not type material	none	f	12	12	198097	198097	63272	1	2903	JAWCLH010000015.1	23269	1	114	JAWCLH010000038.1	2896	1834	0	78.626	CAJE01000012.746457.749365	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus luminyensis B10	50705	53748	t	f	f	76385	77926	Scaffold	ASM3885103v1	na	PRJNA544494	SAMN36039657	53	76385	none	2024-04-30	GCA_038851035.1	derived from metagenome	full	JZ-2_201705_bins_192	none	none	0	0	Thermoplasmata archaeon	none	na	3	50	12	77926	45643	28419	2024/04/30	3	1906666	1	JZ-2_201705_bins_192	The University of Texas at Austin	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	48	2687448	11	47	na	2687400	0	JAWCLH000000000.1	2033	50	76385	1	none	none	none	none	none	none	1468	JAWCLH010000013.1	1399	2318	0	96.569	JN398006.1.1399	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	48	19	47	0
GB_GCA_029932465.1	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-36	EX4484-36	EX4484-36 sp002254765	0	94.57	0.05	Specific	96.8	2.4	188	p__Euryarchaeota (UID3)	125	0.0	1780657	92.57206519659628	105	1034297	53.818171789892574	1923536	GB_GCA_029932465.1	t	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-36;g__EX4484-36;s__EX4484-36 sp002254765	not type material	none	f	20	18	96893	96893	86076	1	2917	JAOZQA010000003.1	86076	1	112	JAOZQA010000003.1	2932	2290	0	81.173	MTNE01000182.202.3106	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Incertae Sedis;Thermoplasmatales archaeon JdFR-43	18303	21858	t	f	f	29937	36872	Scaffold	ASM2993246v1	na	PRJNA879229	SAMN30800733	105	29937	Mexico: Gulf of California; Guaymas Basin	2023-05-03	GCA_029932465.1	derived from metagenome	full	GMC4.metabat2.49	microbial mat from hydrothermal sediment	27.006471 N 111.409348 W	0	none	Candidatus Thermoplasmatota archaeon	none	na	none	88	18	36872	21133	10889	2023/05/03	17	2806419	none	GMC4.metabat2.49	Harvard University	2806419	d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;x__unclassified Candidatus Thermoplasmatota;s__Candidatus Thermoplasmatota archaeon	1700	1923536	none	none	na	1921836	0	JAOZQA000000000.1	1638	88	96893	1	none	none	none	none	none	none	1467	JAOZQA010000001.1	1341	2455	0	99.702	FN554036.1.1343	Archaea;Thermoplasmatota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured sediment archaeon	1700	19	43	0
GB_GCA_016928095.1	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-6	JAFGLL01	JAFGLL01 sp016928095	0	95.93	1.42	Specific	96.8	4.0	188	p__Euryarchaeota (UID3)	125	0.0	2575608	92.005222519705	124	1464966	52.33114775765652	2799415	GB_GCA_016928095.1	t	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__JAFGLL01;s__JAFGLL01 sp016928095	not type material	none	f	30	30	101893	101893	none	0	none	none	68352	1	113	JAFGLL010000005.1	none	none	none	none	none	none	22575	22575	f	f	t	32247	32247	Contig	ASM1692809v1	na	PRJNA690107	SAMN17242039	124	32247	USA: Anadarko; OK; Zodletone Spring	2021-02-24	GCA_016928095.1	derived from metagenome	full	Zod_Metabat.400	Freshwater Sediment	34.99562 N 98.68895 W	0	0	Candidatus Thermoplasmatota archaeon	none	na	3	none	none	none	none	none	2021/02/24	0	2806419	1	Zod_Metabat.400	Oklahoma State University	2806419	d__Archaea;p__Candidatus Thermoplasmatota;c__;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;x__unclassified Candidatus Thermoplasmatota;s__Candidatus Thermoplasmatota archaeon	0	2799415	11	41	na	2799415	0	JAFGLL000000000.1	2174	124	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	41	0
GB_GCA_041489255.1	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	JAFNFQ01	JAFNFQ01	JAFNFQ01 sp041489255	0	96.47	2.73	General	96.8	3.2	188	p__Euryarchaeota (UID3)	125	0.0	2456671	89.645228115078	41	1618208	59.049268419598775	2740437	GB_GCA_041489255.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__JAFNFQ01;g__JAFNFQ01;s__JAFNFQ01 sp041489255	not type material	none	f	8	8	388098	388098	255441	2	2627	JBGPQV010000002.1	255441	1	104	JBGPQV010000002.1	2651	1916	0	80.083	LJKK01000055.4920.7807	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccales archaeon RumEn M1	66839	66839	t	f	f	96916	96916	Contig	ASM4148925v1	na	PRJNA1142551	SAMN42946690	41	96916	none	2024-08-26	GCA_041489255.1	derived from metagenome	full	OBJ1_062018_150_24	none	none	0	none	Thermoplasmata archaeon	none	na	none	none	none	none	none	none	2024/08/26	0	1906666	none	OBJ1_062018_150_24	Watershed Function Science Focus Area	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	0	2740437	none	none	na	2740437	0	JBGPQV000000000.1	2464	41	169835	1	none	none	none	none	none	none	1466	JBGPQV010000003.1	1398	2017	0	92.704	AB294258.1.1398	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	19	48	0
GB_GCA_024281315.1	Archaea	Thermoplasmatota	Thermoplasmata	JAJSAE01	JAJSAE01	JAJSAE01	JAJSAE01 sp024281315	0	91.45	0.1	Specific	96.8	0.8	188	p__Euryarchaeota (UID3)	125	0.0	1614363	92.29514541792469	107	858710	49.093521297146985	1749131	GB_GCA_024281315.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__JAJSAE01;f__JAJSAE01;g__JAJSAE01;s__JAJSAE01 sp024281315	not type material	none	f	23	23	74734	74734	36115	2	2427	JAJSAE010000086.1	16183	1	117	JAJSAE010000074.1	2449	2187	0	83.095	LDZU01010615.1333.4245	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;terrestrial metagenome	16347	16347	t	f	f	26372	26372	Contig	ASM2428131v1	na	PRJNA771178	SAMN22253160	107	26372	Indian Ocean: Longqi hydrothermal vent field; ultraslow-spreading Southwestern Indian Ridge	2022-07-15	GCA_024281315.1	derived from metagenome	full	Dive96_bin4.290	active black smoker DFF12	37.78 S 49.64 E	0	none	archaeon	none	na	none	none	none	none	none	none	2022/07/15	0	1906665	none	Dive96_bin4.290	Second Organization of Oceanography, State Oceanic Administration	1906665	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;s__archaeon	0	1749131	none	none	na	1749131	0	JAJSAE000000000.1	1629	107	44585	1	none	none	none	none	none	none	1469	JAJSAE010000027.1	1474	1825	0	89.145	LSSH01000059.21702.23173	Archaea;Thermoplasmatota;Thermoplasmata;SG8-5;Incertae Sedis;Incertae Sedis;Euryarchaeota archaeon SG8-5	0	19	45	0
GB_GCA_038740345.1	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	UBA472	JAJRAN01	JAJRAN01 sp038740345	0	99.08	2.36	Specific	96.77	0.81	187	p__Euryarchaeota (UID3)	124	0.0	1592885	88.74540153647042	50	866915	48.29978666895468	1794893	GB_GCA_038740345.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__JAJRAN01;s__JAJRAN01 sp038740345	not type material	none	f	11	9	129278	183929	22374	2	1080	JAVYMA010000024.1	183929	1	116	JAVYMA010000001.1	1082	1343	0	89.187	CAJE01000012.746457.749365	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus luminyensis B10	35897	38189	f	f	t	66848	73128	Scaffold	ASM3874034v1	na	PRJNA544494	SAMN36036655	50	66848	none	2024-04-29	GCA_038740345.1	derived from metagenome	full	DPZ-2_202101_bins_52	none	none	0	0	Methanomassiliicoccales archaeon	none	na	4	47	9	73128	37343	17777	2024/04/29	3	1906667	1	DPZ-2_202101_bins_52	The University of Texas at Austin	1906667	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;x__unclassified Methanomassiliicoccales;s__Methanomassiliicoccales archaeon	30	1794893	11	43	na	1794863	0	JAVYMA000000000.1	1752	47	74098	1	none	none	none	none	none	none	1468	JAVYMA010000008.1	1440	2643	0	99.792	KP784723.1.1440	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Incertae Sedis;uncultured archaeon	30	19	43	0
